Year Month Day Latitude Longitude Size
1984 8 5 63.352 -132.449 485.38
1984 8 16 55.188 -97.086 458.50
1984 4 15 51.096 -97.048 850.10
1984 8 4 60.4 -115.05 11783.00
1984 4 19 49.921 -96.416 428.30
1984 7 26 52.645 -95.599 6536.20
1984 7 29 60.5 -105.217 780.00
1984 7 28 58.839 -107.219 1444.00
1984 4 19 51.503 -99.298 1313.40
1984 7 2 50.711 -71.602 1250.00
1984 7 29 54.367 -58.173 424.00
1984 7 29 60.5 -103.683 390.00
1984 4 15 58.4619 -114.3946 617.60
1984 4 19 50.746 -97.748 702.00
1984 4 15 55.0729 -112.8614 235.70
1984 8 5 60.667 -125.083 2872.49
1984 6 12 65.731 -137.215 565.83
1984 8 1 58.099 -103.594 720.00
1984 4 14 58.7014 -118.9887 1501.00
1984 7 6 58.026 -103.51 700.00
1984 7 27 59.2597 -115.4588 800.00
1984 7 14 49.798 -55.956 5093.00
1984 5 17 50.002 -96.359 554.00
1984 4 19 50.1797 -94.9125 404.70
1984 5 28 60.5 -113.75 2800.00
1984 4 21 54.307 -108.365 319.00
1984 4 19 51.495 -99.204 202.50
1984 7 13 52.4922 -87.3473 445.20
1984 6 23 66.75 -126.45 624.00
1984 6 15 58.776 -102.969 325.00
1984 6 15 56.068 -104.531 252.00
1984 7 27 57.2534 -110.3368 8868.10
1984 5 16 50.098 -96.348 400.00
1984 9 5 51.9821 -115.9579 250.20
1984 8 27 50.899 -107.65 4986.00
1984 4 20 59.4 -125.9 1034.00
1984 5 29 50.348 -96.201 200.00
1984 8 1 59.617 -114.867 1986.00
1984 5 4 54.4821 -110.2504 200.00
1984 6 25 66.067 -134.4 411.86
1984 6 16 67.95 -138.83 5621.82
1984 5 18 49.6797 -90.2125 2428.10
1984 4 16 51.254 -97.809 2798.60
1984 8 1 59.849 -102.917 3800.00
1984 7 27 67.917 -129.283 252.00
1984 7 8 53.3203 -89.2084 1133.10
1984 6 14 56.495 -106.115 8921.00
1984 4 22 50.211 -94.9125 2074.40
1984 6 20 59.391 -104.708 800.00
1984 8 9 60.9 -126.733 350.00
1984 4 21 50.989 -99.074 529.90
1984 6 18 64.783 -116.217 320.00
1984 7 27 54 -126.9 354.00
1984 7 27 59.376 -114.3528 12264.10
1984 6 12 60.75 -118.7 1700.00
1984 7 17 54.045 -74.8 462.00
1984 5 31 55.198 -106.104 233.00
1984 6 20 62.345 -137.028 4627.55
1984 6 25 66.057 -134.24 392.45
1984 4 20 48.7453 -94.4963 259.00
1984 6 26 57.328 -106.427 2400.00
1984 8 17 61.867 -112.367 210.00
1984 7 30 60.6 -106.233 4915.00
1984 6 21 65.733 -123.467 1498.00
1984 7 30 58.922 -103.958 1296.00
1984 7 30 60.267 -104.717 290.00
1984 5 25 52.9297 -88.9306 7486.70
1984 7 28 56.432 -106.656 17791.00
1984 7 31 56.88 -108.219 245.00
1984 5 7 56 -121.5 220.00
1984 7 26 54.8 -121.3 1096.00
1984 7 30 60.55 -106.4 475.00
1984 6 29 53.1641 -91.9306 242.80
1984 7 26 58.9254 -114.2894 10233.90
1984 4 19 51.728 -98.344 813.80
1984 4 5 51.83 -99.477 219.00
1984 6 25 67.117 -129.2 5799.00
1984 7 28 57.51 -107.813 5060.00
1984 7 28 56.093 -96.009 4070.60
1984 7 29 57.287 -109.802 350.00
1984 7 27 67.883 -129.317 441.00
1984 7 26 52.2578 -95.125 34061.60
1984 8 23 54.984 -109.385 278.00
1984 7 30 60.333 -106.45 4250.00
1984 7 26 55.979 -107.177 12941.00
1984 7 27 57.307 -109.448 30000.00
1984 7 27 59.4051 -114.669 13799.60
1984 6 13 56.1063 -114.3175 212.40
1984 4 18 52.023 -106.744 202.00
1984 7 15 49 -120.6 2228.10
1984 7 28 59.55 -115.333 1954.80
1984 6 29 58.484 -102.052 1153.00
1984 8 3 64.533 -118.283 227.00
1984 6 18 64.783 -116.5 720.00
1984 7 28 58.693 -106.969 1197.00
1985 6 10 58.245 -108.365 444.00
1985 7 16 49.1 -121 480.00
1985 5 29 49.049 -77.843 335.00
1985 7 16 49.7 -122 1703.00
1985 7 3 53.127 -60.898 700.00
1985 7 2 59.75 -100.08 243.00
1985 5 29 48.171 -77.986 700.00
1985 8 1 52.9371 -117.9776 200.00
1985 7 3 60.333 -103.25 12300.00
1985 7 4 53.572 -64.792 1100.00
1985 7 1 51.9 -117.5 356.00
1985 7 9 56 -123.2 382.00
1985 6 5 57.828 -106.24 3000.00
1985 4 12 49.228 -96.093 510.00
1985 7 5 55.6 -122.7 246.00
1985 6 12 59.2 -125.4 38028.10
1985 7 15 51.1 -117.2 530.00
1985 7 9 49.9 -118 1320.00
1985 7 15 50.2 -122.5 724.60
1985 7 16 50.4 -117.7 290.00
1985 7 29 54.1 -121.1 270.00
1985 6 29 53.6 -120.8 382.00
1985 7 9 50.7 -117.7 241.00
1985 7 30 53.4 -121.7 2399.30
1985 6 30 58.9254 -116.1059 420.10
1985 7 10 51.7 -123.7 248.50
1985 6 30 58.9981 -115.3166 5008.90
1985 8 29 51 -117.2 232.30
1985 8 6 56.2 -95.33 300.00
1985 7 7 53.692 -63.506 375.00
1985 7 2 51.417 -74.416 2400.00
1985 6 30 50.6 -116.8 2355.00
1985 7 4 53.619 -65.775 9000.00
1985 7 2 60.35 -106.717 14800.00
1985 7 9 50.6 -117.6 665.00
1985 6 6 56.599 -105.198 495.00
1985 7 9 50 -118 260.00
1985 7 2 63.267 -112.667 800.00
1985 5 18 54.193 -105.885 418.00
1985 7 16 49.2 -119 3557.00
1985 5 21 58.9 -125.4 303.00
1985 7 4 53.5 -121.6 6332.00
1985 5 30 58.9 -125.5 550.00
1985 7 3 52.888 -67.951 4950.00
1985 5 17 56 -121.2 2078.00
1985 5 11 56.7 -122.8 632.00
1985 7 7 60.733 -108 200.00
1985 7 3 50.1 -116.9 1485.00
1985 6 26 54.284 -66.072 15987.00
1985 5 18 52.2909 -117.522 283.00
1985 7 4 55.922 -61.009 1300.00
1985 5 16 56.6 -121.7 651.50
1985 5 21 59.3 -125.1 2481.30
1985 6 18 53.976 -74.521 17452.00
1985 7 5 56.88 -100.05 230.00
1985 5 22 58.8 -125 270.00
1985 6 3 57.8 -123.8 232.50
1985 7 9 50.6 -117.6 400.00
1985 8 11 58.391 -102.427 700.00
1985 8 4 58.537 -108.073 408.00
1985 7 1 58.68 -103.22 13000.00
1985 5 31 62.467 -134.133 6069.44
1985 7 6 57.995 -109.542 9000.00
1985 5 19 55.6 -121.2 489.00
1985 7 15 52.6 -120.1 2150.00
1985 7 5 53.42 -95.88 368.00
1985 7 9 51.9 -122.9 208.00
1985 6 26 54.202 -65.655 4700.00
1985 7 10 55.9 -122.3 8013.60
1985 7 30 52.6 -124.2 2152.00
1985 8 8 49.291 -56.603 386.00
1985 7 6 52.483 -65.547 1150.00
1985 8 1 67.933 -129.8 4095.40
1985 7 6 60.25 -104.25 1950.00
1985 5 30 51.305 -76.863 426.00
1985 6 23 66.653 -134.203 2392.21
1985 7 29 61.167 -126.133 200.00
1985 7 8 54.52 -77.514 244.00
1985 7 3 52.903 -67.882 1250.00
1985 6 9 54.8 -125 525.50
1985 5 30 62.62 -134.5 5848.42
1985 7 3 52.8 -121.3 603.00
1985 5 2 45.88 -64.5 282.00
1985 7 2 61.017 -107.2 7000.00
1985 9 28 49.392 -54.017 1200.00
1985 5 19 57.578 -107.552 22100.00
1985 5 10 51.162 -97.077 200.00
1985 6 29 51.9 -117.6 360.00
1985 5 24 57.578 -104.177 300.00
1985 7 5 49.6 -115.4 208.00
1985 7 10 59.557 -105.052 1500.00
1985 6 18 54.252 -78.243 265.00
1985 5 19 55.9 -120.7 1295.00
1985 5 17 58.9 -127.3 28061.00
1985 7 2 61.2 -105.917 12000.00
1985 6 18 54.372 -76.774 400.00
1985 7 6 60.083 -104.467 2400.00
1985 6 29 50.8 -117.8 285.00
1985 7 10 50.4 -115.3 3153.90
1985 6 6 65.533 -140.7 462.12
1985 6 11 58.7 -125.1 2773.60
1985 7 6 58.224 -108.698 473.00
1985 7 21 49.4 -119.7 498.50
1985 6 3 47.48 -65.13 280.00
1985 6 29 49.9 -117.2 225.00
1985 7 5 53.61 -75.593 230.00
1985 4 19 45.98 -64.32 475.00
1985 8 23 55.7 -95.42 1260.00
1985 7 2 61.217 -109.95 7000.00
1985 6 29 50 -115.6 16676.00
1985 8 1 51.9 -117.6 219.00
1985 7 16 49.4 -118.2 1360.00
1985 7 4 54 -121.2 1231.00
1985 7 4 50.1 -116 11194.00
1985 7 1 58.1044 -116.2719 2462.50
1985 4 25 45.88 -64.3 400.00
1985 5 30 59 -125.5 313.00
1985 5 16 59.2 -127.6 14370.00
1985 7 3 53.589 -61.346 437.00
1985 7 7 60.317 -104.733 2040.00
1985 7 30 61.762 -130.936 527.85
1985 5 30 58.9 -125.5 550.00
1985 6 28 53.538 -60.471 35150.00
1985 5 19 57.38 -106.719 4315.00
1985 5 17 58.6 -122.7 872.70
1985 7 2 61.167 -108.2 49376.00
1985 7 2 60.583 -106.533 10850.00
1985 6 12 59.2 -125.4 38028.10
1985 6 19 52 -126.6 1127.00
1985 7 2 59.911 -106.698 1784.00
1985 8 10 54.592 -61.952 687.00
1985 7 2 53.453 -71.376 4163.00
1985 8 19 50.7 -123 247.40
1985 7 2 53.221 -73.419 255.00
1985 5 17 56.1 -122 812.00
1985 7 10 57.859 -102.219 3595.00
1985 7 5 56.747 -119.1655 1326.00
1985 7 5 56.8517 -116.596 4757.90
1985 8 20 57.891 -102.26 7797.00
1985 5 18 53.255 -106.094 217.00
1985 7 5 57.12 -101.53 400.00
1985 7 2 50 -115.3 2845.00
1985 7 8 53.7 -121.5 264.00
1985 7 2 51.644 -74.005 5860.00
1985 7 5 58.097 -112.234 4672.00
1985 7 16 49.9 -121.5 3336.00
1985 7 5 52.011 -66.259 1200.00
1985 6 14 55.62 -109.281 3631.00
1985 6 28 49.133 -57.366 730.00
1985 8 6 58.88 -108.01 11769.00
1985 6 29 49.8 -115.5 756.00
1985 6 21 66.983 -138.267 1823.13
1985 7 3 61.533 -106.367 1400.00
1985 7 3 51 -116.8 325.00
1985 7 3 53.831 -64.046 800.00
1985 6 30 53.5 -121.5 3652.00
1985 7 31 60.217 -110.633 600.00
1985 8 14 50.7 -124.7 652.20
1985 5 17 56.5 -122.3 283.00
1985 7 6 53.142 -65.196 4750.00
1985 6 29 50.7 -117.8 240.00
1985 6 26 54.004 -66.374 14000.00
1985 7 6 56.859 -106.49 280.00
1985 7 10 49.9 -116.2 945.00
1985 7 30 50 -122.9 292.00
1985 5 17 58.9 -122.8 358.10
1985 8 30 50.1 -119.4 1670.00
1985 6 3 53.9 -121.6 254.20
1985 8 3 55.42 -95.2 4881.00
1985 7 2 60.983 -108.2 37396.00
1985 7 6 58.307 -108.24 387.00
1985 8 8 52.569 -60.373 650.00
1985 6 2 53.5 -121.6 776.00
1985 5 18 52.1 -123.9 948.80
1985 6 29 50.3 -116 1251.00
1985 7 2 61.133 -105.75 12750.00
1985 6 23 52.601 -73.207 41775.00
1985 7 4 53.831 -65.422 700.00
1985 7 30 51 -122.4 611.70
1985 6 29 49.8 -116.5 299.00
1985 6 29 50.3 -118.1 280.00
1985 7 3 56.12 -96.65 251.00
1985 7 9 50.6 -117.7 535.00
1985 6 13 55.531 -107.479 281.00
1985 6 30 51.831 -70.142 2200.00
1985 5 16 56.1754 -117.3894 560.00
1985 6 11 58.8 -125.4 541.90
1985 7 2 59.651 -104.885 5310.00
1985 7 19 50.3 -120.8 453.00
1985 11 1 56.02 -95.13 1443.00
1985 6 23 68.3 -132.867 2676.00
1985 7 7 60.383 -108.317 11670.00
1985 5 21 58.9 -125.4 221.00
1985 5 19 56.6 -125.1 1636.20
1985 5 21 59.4 -125.6 18884.50
1985 5 14 47.43 -66.55 264.00
1985 7 4 53.7 -121.9 702.00
1985 7 31 61.033 -109 1800.00
1985 8 21 52.32 -98.33 243.00
1985 5 16 56.9 -122.7 415.00
1985 8 5 52.197 -57.936 10678.00
1985 6 29 49.7 -116.2 2233.00
1985 6 16 58.4 -125.7 6522.90
1985 8 8 57 -99.87 315.00
1985 6 21 65.957 -137.698 1074.19
1985 6 12 59.2 -125.4 38028.10
1985 7 1 61.433 -111.433 1160.00
1986 9 8 50.9 -124 362.00
1986 7 12 66.05 -138.53 1974.54
1986 7 8 67.8 -126.783 8512.00
1986 8 5 51.9765 -88.4027 685.00
1986 7 4 65.974 -134.067 204.25
1986 5 15 49.826 -56.392 5272.00
1986 5 22 53.0547 -93.0973 6600.00
1986 5 24 49.7109 -81.5125 915.00
1986 7 5 64.05 -134.05 3926.09
1986 5 16 46.95 -55.483 456.00
1986 5 15 48.192 -55.33 50730.00
1986 6 2 54.238 -106.4498 300.00
1986 7 12 66.05 -138.25 2304.43
1986 5 15 45.85 -66.23 1147.00
1986 5 17 49.031 -56.095 1399.00
1986 6 29 63.633 -134.38 2620.35
1986 6 9 56.8 -99.1 608.00
1986 5 16 48.658 -55.487 13898.00
1986 5 27 49.679 -76.23 2058.00
1986 6 29 63.62 -136.533 3369.30
1986 8 3 57.016 -103.51 489.00
1986 8 17 50.9922 -80.4125 400.00
1986 5 14 47.28 -65.27 23165.00
1986 5 15 46.88 -65.7 340.00
1986 7 10 63.5 -125.25 400.00
1986 4 3 59.172 -104.948 3135.00
1986 5 27 50.7 -71.797 17842.00
1986 5 29 50.612 -77.111 2000.00
1986 8 18 52 -117.8 414.00
1986 5 16 47.435 -52.693 731.00
1986 8 8 55 -124.1 597.00
1986 7 1 63.333 -125.167 500.00
1986 8 18 49.6 -115.6 465.00
1986 5 15 47.02 -65.58 3759.00
1986 5 20 55.6554 -113.8503 475.20
1986 6 29 67.55 -131.667 12300.00
1986 6 22 53.1484 -89.1527 1290.00
1986 7 19 52.862 -59.429 460.00
1986 6 8 57.2171 -112.8836 210.90
1986 9 7 49 -118.3 416.00
1986 7 14 67.5 -126.983 1264.00
1986 8 3 54.745 -101.906 264.00
1986 6 18 61.95 -108.983 300.00
1986 8 9 50.628 -72.604 325.00
1986 6 29 67.567 -130.833 55670.00
1986 10 7 50.7 -123 497.00
1986 6 7 55.0867 -115.7487 246.70
1986 5 29 50.195 -76.464 7102.00
1986 7 1 53.38 -96.87 2375.00
1986 8 5 60.933 -104.983 570.00
1986 6 29 67.3 -130.867 69747.00
1986 6 29 68.017 -130.55 9328.00
1986 5 21 48.7891 -87.0626 200.00
1986 6 21 56.28 -97.17 810.00
1986 6 26 53.75 -102.292 278.00
1986 6 30 62.867 -133.117 1135.15
1986 5 29 50.961 -76.03 20300.00
1986 5 16 49.196 -55.239 2122.00
1986 6 16 64.493 -139.465 236.52
1986 8 1 65.759 -138.969 291.66
1986 6 28 63.833 -140.667 1534.82
1986 5 17 48.014 -55.786 1150.00
1986 5 27 49.71 -75.831 450.00
1986 7 14 53.443 -72.685 2950.00
1986 7 12 66.393 -137.425 9291.21
1986 5 28 60.867 -108.75 750.00
1986 5 16 52.429 -55.94 1163.00
1986 6 20 52.6484 -88.2917 715.00
1986 7 1 63.667 -134.58 12993.48
1986 5 31 49.6 -121.3 345.00
1986 6 22 58.62 -101.48 2500.00
1986 4 20 56.6 -121 236.00
1986 6 26 68.017 -129.733 8800.00
1986 6 20 51.4297 -88.2639 270.00
1986 6 7 59 -124.4 2803.00
1986 5 28 61.267 -108.75 325.00
1986 6 18 52.5078 -88.7916 625.00
1986 5 12 48.352 -58.67 223.00
1986 7 2 67.967 -130.95 390.00
1986 5 20 53.2578 -93.5972 32100.00
1986 6 3 65.333 -140.967 4000.00
1986 7 10 65.933 -128.3 8819.00
1986 8 10 67.517 -127 2512.00
1986 7 7 62.2 -130.583 587.88
1986 5 14 49.002 -55.711 19472.00
1986 6 29 66.505 -136.64 582.42
1986 6 26 56.182 -107.885 282.00
1986 7 14 52.054 -72.802 5988.00
1986 5 22 55.995 -109.99 1369.00
1986 8 20 53.8985 -91.4584 230.00
1986 5 15 45.6 -66.7 342.00
1986 7 14 65.317 -120.717 1575.00
1986 8 1 52.9 -126.2 1600.00
1986 7 4 65.83 -134.467 1091.81
1986 6 29 63.8 -137.65 4640.11
1986 9 5 50.6 -124.9 215.00
1986 5 29 57.568 -104.531 506.00
1986 8 18 51.6641 -85.9305 387.00
1986 5 27 49.754 -75.531 7080.00
1986 5 27 53.82 -94.58 2835.00
1986 6 22 53.0703 -89.0139 2447.00
1986 6 29 63.636 -133.719 3884.62
1986 10 14 51.5 -124.2 355.00
1986 5 14 53.316 -60.243 660.00
1986 6 29 63.856 -139.656 4640.11
1986 7 18 52.086 -82.0695 405.00
1986 5 15 45.92 -65.65 3260.00
1986 6 3 64.505 -139.372 476.68
1986 5 15 46.22 -65.48 1900.00
1986 5 27 49.894 -76.247 18531.00
1986 6 4 53.4297 -93.7083 312.50
1986 6 19 64.464 -140.555 11764.43
1986 6 3 65.32 -140.928 1761.14
1986 5 16 46.92 -65.62 764.00
1986 6 30 67.517 -131.933 80000.00
1986 6 29 65.917 -133.333 565.00
1986 5 27 49.991 -75.589 8038.00
1986 7 4 65.321 -134.235 3638.99
1986 8 14 49.4 -116.5 702.00
1986 7 18 66.757 -140.447 558.08
1986 6 16 64.4 -139.5 4273.27
1986 5 29 50.147 -76.184 38600.00
1986 7 14 68.067 -127.417 304.00
1986 5 10 47.72 -59.261 777.00
1986 5 27 58.724 -103.177 278.00
1986 5 27 50.057 -75.979 57750.00
1986 5 27 48.769 -74.39 819.00
1986 7 8 63.825 -132.338 1144.26
1986 5 24 51.0391 -80.8194 2350.00
1986 6 17 63.176 -140.389 4328.51
1986 7 12 66.155 -136.458 411.40
1986 7 2 65.581 -133.466 1501.89
1986 6 22 46.85 -66.47 600.00
1986 7 20 60.867 -125.417 10100.00
1986 8 20 57.1 -123.6 704.50
1986 5 27 51.356 -72.07 707.00
1986 7 15 53.417 -63.949 1437.00
1986 5 21 51.1485 -94.2917 61200.00
1986 7 8 63.25 -140 896.90
1986 6 30 63.683 -140.083 483.77
1986 8 14 54.7 -123.2 287.00
1986 7 1 63.733 -133.02 561.70
1986 7 20 52.761 -75.92 270.00
1986 7 8 63.717 -131.833 1340.44
1986 5 29 54.276 -109.01 341.00
1986 5 12 48.584 -58.606 245.00
1986 7 17 62.317 -127.6 201.00
1986 7 6 50.7 -123 226.40
1986 6 28 64.606 -140.191 538.09
1986 5 23 49.3047 -82.9626 254.00
1986 6 18 52.7578 -88.6805 587.00
1986 7 14 66.167 -131 45931.00
1986 7 1 64.09 -138.362 543.86
1986 5 25 52.5547 -93.6528 29458.00
1986 5 29 47.832 -76.942 308.00
1986 6 13 61.367 -138.117 431.79
1986 5 29 50.611 -77.136 2890.00
1986 5 29 55.766 -109.906 3600.00
1986 5 14 47.55 -65.3 2140.00
1986 6 30 62.4 -131.583 3440.92
1986 7 28 61.683 -110.75 1036.00
1986 6 22 65.72 -137.42 696.21
1986 9 7 50.8 -124.5 325.80
1986 7 17 52.178 -62.698 305.00
1986 5 29 47.37 -74.904 305.00
1986 7 19 53.983 -60.426 1624.00
1986 6 26 63.533 -134.15 1603.25
1986 7 26 52.9141 -84.2639 1495.00
1987 7 1 52.6 -123 418.20
1987 7 15 66.728 -131.344 14100.00
1987 7 14 52.9 -95.53 470.00
1987 6 22 51.876 -67.61 4790.00
1987 7 14 68.571 -128.289 504.00
1987 7 4 53.479 -66.682 1900.00
1987 7 27 60.869 -108.805 1250.00
1987 5 4 53.93 -95.17 482.00
1987 6 19 55.901 -102.281 500.00
1987 5 13 49.3047 -90.4375 200.00
1987 7 15 67.449 -136.991 2398.23
1987 4 29 56.4826 -117.9195 326.60
1987 4 25 56.3 -121.2 337.00
1987 5 8 56.573 -109.271 911.00
1987 7 15 67.767 -137.62 464.55
1987 6 24 49.619 -70.645 12260.00
1987 7 14 67.381 -128.6 5292.00
1987 5 7 55.1 -120.7 920.00
1987 7 1 54.08 -96.62 3879.00
1987 6 17 56.307 -104.719 5574.00
1987 7 24 55.492 -114.5281 266.00
1987 7 12 66.15 -127.306 17200.00
1987 5 6 51.08 -95.17 18647.00
1987 7 16 66.751 -124.638 5040.00
1987 7 21 66.241 -125.556 252.00
1987 7 17 63.447 -116.251 950.00
1987 6 24 50.711 -74.763 3500.00
1987 6 17 54.1 -97.4 4226.00
1987 10 11 50.6 -121.6 292.00
1987 7 13 49.298 -70.055 775.00
1987 7 16 66.651 -124.318 819.00
1987 6 16 54.97 -98.28 506.00
1987 9 22 53 -119.8 240.00
1987 7 18 64.377 -120.244 2250.00
1987 5 9 49.17 -96.17 2369.00
1987 7 14 67.26 -128.503 4284.00
1987 7 22 67.061 -124.15 1071.00
1987 7 19 65.664 -123.286 16948.00
1987 7 22 66.878 -124.384 945.00
1987 7 14 67.081 -128.83 2835.00
1987 6 17 54.78 -98.5 769.00
1987 4 11 48.6328 -93.4125 500.00
1987 6 18 55.901 -103.927 1632.00
1987 7 16 56.4 -101.62 1364.00
1987 7 16 65.113 -116.225 5064.00
1987 6 21 53.1953 -94.375 467.00
1987 5 6 55.8142 -116.9946 13264.20
1987 5 5 48.1015 -82.1625 500.00
1987 7 16 66.091 -126.544 44420.00
1987 5 6 55.4 -121 296.50
1987 7 28 57.49 -102.979 296.00
1987 6 13 56.328 -103.24 19405.00
1987 9 26 48.8204 -94.6375 1600.00
1987 6 14 52.6328 -86.875 200.00
1987 7 25 57.05 -101.42 300.00
1987 7 6 53.814 -72.245 289.00
1987 7 14 67.746 -130.75 12915.00
1987 6 14 51.7578 -86.8472 1640.00
1987 7 17 64.755 -118.171 7150.00
1987 6 17 55.33 -101.5 23191.00
1987 7 31 59.995 -105.26 257.00
1987 5 7 57.1282 -115.0575 1264.20
1987 7 16 65.578 -115.945 1476.00
1987 6 21 55.53 -98.72 246.00
1987 7 14 67.039 -131.704 4800.00
1987 5 7 55.5613 -116.584 2383.60
1987 7 7 52.884 -67.563 250.00
1987 7 19 66.294 -124.657 5545.00
1987 6 21 54.75 -93.67 422.00
1987 7 15 67.8 -138.067 460.84
1987 7 14 65.849 -127.068 9260.00
1987 8 9 61.359 -110.497 200.00
1987 10 14 49.764 -102.215 275.00
1987 7 22 67.888 -127.275 567.00
1987 7 15 67.133 -137.2 433.33
1987 7 30 62.787 -111.47 2126.00
1987 6 20 66.92 -138.167 15646.18
1987 6 17 55.02 -99.77 281.00
1987 7 12 67.788 -125.388 2457.00
1987 7 15 63.848 -122.495 2200.00
1987 6 16 52.8984 -87.4583 1445.00
1987 7 10 56.9 -126.3 608.00
1987 7 15 67.283 -137.18 383.30
1987 4 27 51.3 -121.2 1361.10
1987 7 15 66.543 -130.679 8100.00
1987 7 27 57.505 -104.365 311.00
1987 7 15 64.533 -119.5 250.00
1987 4 18 48.7422 -94.3625 290.00
1987 7 14 65.958 -126.944 12727.00
1987 7 19 64.543 -119.74 1535.00
1987 6 21 55.92 -96.28 331.00
1987 5 27 48.138 -67.796 1315.00
1987 7 15 65.944 -124.543 10302.00
1987 5 6 51.92 -95.83 21123.00
1987 7 22 67.868 -127.49 567.00
1987 6 14 54.0859 -92.4584 27063.00
1987 6 24 51.3203 -86.9027 211.00
1987 9 15 53.8 -121.7 218.00
1987 7 14 67.418 -129.88 2800.00
1987 7 31 58.391 -104.969 604.00
1987 5 26 55.4737 -114.3696 492.00
1987 6 17 55.76 -104.229 417.00
1987 7 27 61.85 -108.995 900.00
1987 7 15 67.047 -129.387 540.00
1987 7 15 67.5 -137 2745.17
1987 6 17 56.557 -103.823 16165.00
1987 5 9 48.3515 -83.6626 7500.00
1987 5 7 54.401 -104.594 69942.00
1987 7 16 66.549 -126.676 4851.00
1987 7 14 65.554 -129.828 2000.00
1987 7 23 48.114 -56.257 1465.00
1987 8 31 49.759 -56.242 749.00
1987 5 5 51.5859 -94.9305 1157.00
1987 5 25 54.32 -94.33 714.00
1987 5 13 50.58 -96.47 360.00
1987 6 21 53.2422 -94.0694 1405.00
1987 7 7 52.827 -62.555 460.00
1987 7 17 64.139 -123.674 2835.00
1987 6 20 55.682 -104.302 5574.00
1987 7 22 68.031 -126.04 1000.00
1987 7 10 66.667 -135.183 896.33
1987 6 16 65.817 -133.784 2796.52
1987 5 11 49.914 -90.5375 3450.00
1987 6 18 50.2422 -80.8125 375.00
1987 4 27 53.6482 -116.2149 353.80
1987 6 10 51.526 -76.275 233.00
1987 7 10 66.817 -134.48 54354.41
1987 5 6 52.9 -121.8 216.00
1987 6 19 56.516 -102.406 3313.00
1987 5 13 49.4141 -82.6376 232.00
1987 6 17 56.12 -105.302 1310.00
1987 4 29 53.505 -107 433.00
1987 5 5 49.3672 -92.5875 1589.00
1987 9 20 53.8 -121.7 237.00
1987 7 9 67.709 -140.215 706.75
1987 6 13 56.547 -109.385 453.00
1987 4 9 48.8203 -94.5625 1915.90
1987 7 21 64.867 -117.217 460.00
1987 6 17 55.912 -104.927 6850.00
1987 5 7 51.4297 -91.2917 582.00
1987 7 13 64.229 -123.627 11833.00
1987 7 17 67.144 -126.892 1071.00
1987 7 15 68 -138.8 6568.13
1987 5 8 48.8516 -94.6375 1680.00
1987 10 12 54.403 -114.3071 671.80
1987 7 7 53.37 -60.905 2000.00
1987 7 17 67.225 -126.371 315.00
1987 6 17 55.995 -103.948 18837.00
1987 2 6 50.3479 -114.2557 2100.00
1987 6 21 56.32 -101.72 210.00
1987 7 19 64.62 -119.534 11511.00
1987 6 16 54.12 -93.43 253.00
1987 5 8 51.4 -122.1 584.00
1987 6 17 55 -100 595.00
1987 5 9 50.2 -114.9 268.00
1987 6 19 57.05 -101.67 2350.00
1987 5 26 54.32 -94.05 400.00
1987 6 25 56.349 -105.385 1489.00
1987 7 10 66.644 -135.127 513.70
1987 6 25 52.7422 -94.4306 3081.00
1987 4 30 53.943 -102.26 1000.00
1987 6 17 56.45 -101.58 1653.00
1987 6 28 49.4 -119.6 1908.00
1987 7 27 57.307 -103.802 297.00
1987 6 17 51.0078 -82.8473 250.00
1987 5 7 56.3364 -118.266 530.00
1987 5 9 48.3985 -91.5124 250.00
1987 7 23 48.085 -56.409 1758.00
1987 6 17 55.23 -94.5 366.00
1987 7 23 66.307 -130.736 3000.00
1987 6 25 52.8047 -93.6806 241.00
1987 7 17 64.237 -118.742 1535.00
1987 7 16 51.6 -126.5 300.00
1987 7 14 67.173 -128.58 2079.00
1987 7 1 63.55 -120.983 560.00
1987 7 6 54.229 -70.678 321.00
1987 7 7 52.847 -67.1 300.00
1987 6 17 53.95 -96.75 3999.00
1987 9 4 48.126 -67.658 591.00
1987 7 27 65.32 -120.65 2016.00
1987 5 9 50.7 -121.3 385.00
1987 7 13 64.336 -124.084 4900.00
1987 6 14 52.815 -67.039 875.00
1987 7 26 61.175 -112.539 2200.00
1987 5 6 53.83 -101.75 470.00
1987 6 17 56.83 -100.93 5493.00
1987 6 21 52.0547 -93.4028 1270.00
1987 5 9 53.75 -96.8 45733.00
1987 5 8 48.8985 -90.6375 2400.00
1987 7 22 66.926 -124.154 2200.00
1987 6 18 48.9453 -83.8374 809.00
1987 7 28 58.141 -105.542 325.00
1987 7 13 67.15 -126.76 1575.00
1987 7 15 65.755 -124.421 5300.00
1987 7 27 57.62 -104.448 381.00
1987 7 27 61.896 -109.073 3500.00
1987 6 17 56.641 -105.094 10088.00
1987 6 23 51.1328 -87.625 215.00
1987 7 24 56.6997 -119.4514 8636.20
1987 7 31 58.516 -107.885 281.00
1987 7 19 64.345 -119.431 2915.00
1987 7 22 67.489 -124.061 1953.00
1987 8 14 64.166 -113.65 500.00
1987 7 17 67.056 -127.001 3276.00
1987 5 7 51.33 -97.67 431.00
1987 6 2 52.285 -78.276 2036.00
1987 6 10 51.529 -76.334 258.00
1987 7 15 66.944 -127.847 1200.00
